"date","value"
2015-02-26 08:00:00,28.9189627228525
2015-02-26 09:00:00,32.5127691537306
2015-02-26 10:00:00,31.4729374671571
2015-02-26 11:00:00,33.9512711864407
2015-02-26 12:00:00,28.1587457128858
2015-02-26 13:00:00,29.9130028063611
2015-02-26 14:00:00,27.3270940570894
2015-02-26 15:00:00,23.5691126279863
2015-02-26 16:00:00,23.7694753577107
2015-02-26 17:00:00,22.1789638932496
2015-02-26 18:00:00,25.4970917225951
2015-02-26 19:00:00,22.2707993474715
2015-02-26 20:00:00,23.2640586797066
2015-02-26 21:00:00,21.1492753623188
2015-02-26 22:00:00,20.2434988179669
2015-02-26 23:00:00,26.5411255411255
2015-02-27 00:00:00,21.1485148514851
2015-02-27 01:00:00,34.7333333333333
2015-02-27 02:00:00,17.1758793969849
2015-02-27 03:00:00,22.7675276752768
2015-02-27 04:00:00,22.3108348134991
2015-02-27 05:00:00,25.1653386454183
2015-02-27 06:00:00,25.9285714285714
2015-02-27 07:00:00,31.3939202026599
2015-02-27 08:00:00,33.1833846153846
2015-02-27 09:00:00,30.0352112676056
2015-02-27 10:00:00,29.7779839208411
2015-02-27 11:00:00,29.9924480805538
2015-02-27 12:00:00,29.7201166180758
2015-02-27 13:00:00,26.1428571428571
2015-02-27 14:00:00,23.6824552924118
2015-02-27 15:00:00,22.2842696629213
2015-02-27 16:00:00,22.6301775147929
2015-02-27 17:00:00,22.5957554320364
2015-02-27 18:00:00,22.29815455594
2015-02-27 19:00:00,20.4932866316404
2015-02-27 20:00:00,21.2279792746114
2015-02-27 21:00:00,18.9512437810945
2015-02-27 22:00:00,22.5922131147541
2015-02-27 23:00:00,27.8740157480315
2015-02-28 00:00:00,21.1547619047619
2015-02-28 01:00:00,22.3865030674847
2015-02-28 02:00:00,15.3265306122449
2015-02-28 03:00:00,20.4968944099379
2015-02-28 04:00:00,24.6292682926829
2015-02-28 05:00:00,29.7282099343955
2015-02-28 06:00:00,26.6695250659631
2015-02-28 07:00:00,24.4923884514436
2015-02-28 08:00:00,27.2545
2015-02-28 09:00:00,27.2625968992248
2015-02-28 10:00:00,26.2038980509745
2015-02-28 11:00:00,24.9839908519154
2015-02-28 12:00:00,27.8708487084871
2015-02-28 13:00:00,24.6541598694943
2015-02-28 14:00:00,24.9184149184149
2015-02-28 15:00:00,30.2276707530648
2015-02-28 16:00:00,20.6197333333333
2015-02-28 17:00:00,21.6258000984737
2015-02-28 18:00:00,19.1630076838639
2015-02-28 19:00:00,22.91
2015-02-28 20:00:00,23.6474056603774
2015-02-28 21:00:00,21.722480620155
2015-02-28 22:00:00,21.7886363636364
2015-02-28 23:00:00,24.007874015748
2015-03-01 00:00:00,21.3317535545024
2015-03-01 01:00:00,24.4630541871921
2015-03-01 02:00:00,21.7430167597765
2015-03-01 03:00:00,19.9725085910653
2015-03-01 04:00:00,19.8446215139442
2015-03-01 05:00:00,22.3408577878104
2015-03-01 06:00:00,24.1132075471698
2015-03-01 07:00:00,28.1435768261965
2015-03-01 08:00:00,29.395920502092
2015-03-01 09:00:00,27.1138755980861
2015-03-01 10:00:00,26.5910112359551
2015-03-01 11:00:00,27.5464632454924
2015-03-01 12:00:00,28.4250337685727
2015-03-01 13:00:00,31.5130434782609
2015-03-01 14:00:00,24.9224362311296
2015-03-01 15:00:00,24.7067520946279
2015-03-01 16:00:00,19.7013574660633
2015-03-01 17:00:00,20.2194625407166
2015-03-01 18:00:00,21.3144303797468
2015-03-01 19:00:00,24.3891850723534
2015-03-01 20:00:00,24.7505617977528
2015-03-01 21:00:00,21.6666666666667
2015-03-01 22:00:00,26.2348066298343
2015-03-01 23:00:00,22.0180995475113
2015-03-02 00:00:00,20.7349397590361
2015-03-02 01:00:00,17.5254237288136
2015-03-02 02:00:00,18.0229885057471
2015-03-02 03:00:00,18.1389728096677
2015-03-02 04:00:00,18.3296
2015-03-02 05:00:00,25.229537366548
2015-03-02 06:00:00,24.0457102672293
2015-03-02 07:00:00,29.1404624277457
2015-03-02 08:00:00,29.1745623069001
2015-03-02 09:00:00,28.9919759277834
2015-03-02 10:00:00,28.2323561346363
2015-03-02 11:00:00,26.2308868501529
2015-03-02 12:00:00,25.9711677078328
2015-03-02 13:00:00,27.6707317073171
2015-03-02 14:00:00,27.0718418514947
2015-03-02 15:00:00,28.7082524271845
2015-03-02 16:00:00,23.0007584376185
2015-03-02 17:00:00,21.5746656760773
2015-03-02 18:00:00,22.2506234413965
2015-03-02 19:00:00,23.4770922419059
